ODB Name,Step,Frame,Part Instance Name, Element Label,         IntPt,X,Y,Z,Section Name,Material Name,Section Point,         S-S11,         S-S22,         S-S33,         S-S12,         S-S13,         S-S23
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         48946,             1,   3.90769E-03,   63.1825E-03,       2.30547,"BARC-1_SET-1","ALUMINUM","",   548.182E+09,  -6.69691E+09,   1.97047E+12,  -6.37778E+09,  -25.1776E+09,  -55.9074E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         49331,             1,   2.60513E-03,   63.1825E-03,       2.34404,"BARC-1_SET-1","ALUMINUM","",  -383.100E+09,   30.2625E+09,  -1.42847E+12,   672.438E+06,  -93.3781E+09,   6.27240E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         49410,             1,   2.60513E-03,   60.6425E-03,       2.33423,"BARC-1_SET-1","ALUMINUM","",   308.299E+09,   2.00978E+09,   2.11947E+12,   1.54253E+09,   816.831E+06,  -5.95946E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         49436,             1,   2.60513E-03,   63.1825E-03,       2.33031,"BARC-1_SET-1","ALUMINUM","",  -256.252E+09,   1.04253E+09,  -1.42724E+12,   1.26072E+09,  -32.9299E+09,  -14.2777E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         49846,             1,   1.95385E-03,   63.1825E-03,       2.32116,"BARC-1_SET-1","ALUMINUM","",  -101.399E+09,   927.551E+06,  -645.200E+09,   180.830E+06,  -10.1952E+09,  -34.5310E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50151,             1,   1.30256E-03,   63.1825E-03,       2.32573,"BARC-1_SET-1","ALUMINUM","",  -196.248E+09,  -1.95925E+09,  -1.13763E+12,   328.748E+06,  -24.7267E+09,  -24.6984E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50205,             1,   1.30256E-03,   60.6425E-03,       2.31920,"BARC-1_SET-1","ALUMINUM","",   48.3430E+09,  -1.41539E+09,   953.139E+09,  -116.739E+06,  -45.2335E+09,  -38.4467E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50431,             1,   651.282E-06,   63.1825E-03,       2.33358,"BARC-1_SET-1","ALUMINUM","",  -309.992E+09,  -4.78333E+09,  -1.55527E+12,  -49.0875E+06,  -40.0175E+09,  -7.63405E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50551,             1,   651.282E-06,   63.1825E-03,       2.31789,"BARC-1_SET-1","ALUMINUM","",  -16.5451E+09,  -3.57817E+09,  -234.167E+09,  -222.499E+06,  -26.8466E+09,  -40.9722E+09
C:/Users/VibDynGrp/Documents/Bahr/Code Checking/AbaqusFiles/BARC_FixedBase.odb,eig,Mode         6: Value =  5.39005E+08 Freq =   3695.0     (cycles/time),"PART-1-1",         50626,             1,   651.282E-06,   63.1825E-03,       2.30808,"BARC-1_SET-1","ALUMINUM","",   423.284E+09,   16.4053E+09,   1.39939E+12,  -1.20843E+09,  -29.2646E+09,  -56.3105E+09
